,width,height,class,xmin,ymin,xmax,ymax
6934,1024,819,F16,393,232,645,361
6935,1024,819,F4,364,436,625,558
6936,1920,1080,B52,938,419,1421,507
6937,1066,800,US2,482,351,550,382
6938,1024,768,F18,47,85,529,486
6939,1024,768,F18,140,303,898,576
6940,720,380,SR71,63,16,664,189
6941,720,380,Mig31,150,207,685,373
6942,1024,576,SR71,193,170,827,329
6943,3873,2581,C130,223,1400,928,1675
6944,3008,2000,F14,966,1276,3008,1876
6945,1378,920,Tu160,661,283,904,389
6946,1500,938,F14,106,332,1165,602
6947,1800,1266,F18,14,1,1800,1266
6948,1280,844,F14,179,448,424,541
6949,1280,844,F14,78,63,833,416
6950,1280,844,F14,935,455,1215,569
6951,1269,667,B2,401,364,838,484
6952,2048,1365,C130,1,1,2048,779
6953,2048,1365,MQ9,1,1,2048,1365
6954,900,600,C130,624,46,777,95
6955,900,600,E2,1,82,900,498
6956,590,388,B2,125,48,173,166
6957,590,388,B2,422,49,470,166
6958,590,388,B2,137,213,185,329
6959,4256,2832,B2,1231,1654,1862,2035
6960,1024,794,F35,657,316,750,453
6961,1440,810,Su57,84,217,1370,503
6962,1023,731,E2,92,292,423,379
6963,1200,800,F35,481,122,734,221
6964,1024,658,F14,624,16,1010,110
6965,1024,658,F14,295,365,944,555
6966,1024,658,Vulcan,7,98,849,364
6967,2400,1600,F15,986,300,1267,1016
6968,900,1200,A10,500,679,524,694
6969,1000,667,F15,222,67,255,84
6970,1000,667,F15,226,82,259,99
6971,1000,667,B52,241,109,317,151
6972,1000,667,B52,663,138,736,181
6973,1600,1086,F4,716,258,1143,574
6974,1280,738,C17,120,145,726,330
6975,1280,738,C17,536,48,1002,200
6976,1000,1368,Su57,155,192,902,1281
6977,1600,1043,F18,1199,558,1600,726
6978,1600,1043,B52,1542,686,1578,703
6979,2048,1096,F35,159,246,348,298
6980,2048,1096,F35,179,321,374,371
6981,2048,1096,F35,195,371,398,424
6982,2048,1096,F35,218,430,425,488
6983,2048,1096,F35,181,529,399,592
6984,2048,1096,F35,168,648,398,714
6985,2048,1096,F35,201,765,440,834
6986,2048,1096,F16,417,258,589,313
6987,2048,1096,F16,689,267,859,320
6988,2048,1096,F16,936,272,1105,322
6989,2048,1096,F16,1182,304,1351,355
6990,2048,1096,F16,1408,321,1580,374
6991,2048,1096,F16,1622,326,1791,375
6992,2048,1096,F16,1828,338,2000,388
6993,1080,618,AG600,1,66,1080,559
6994,3000,1640,Su57,2112,353,2825,1280
6995,3000,1640,Su57,187,254,1487,1246
6996,952,951,B1,64,560,390,773
6997,952,951,B2,99,344,371,563
6998,952,951,B52,447,193,861,440
6999,1280,438,Su34,25,93,639,341
7000,1280,438,F15,727,105,1271,262
7001,2048,1368,B1,98,305,1988,884
7002,1280,853,MQ9,286,230,562,325
7003,1050,555,Be200,82,162,1005,439
7004,764,509,V22,9,66,764,374
7005,1000,667,V22,533,428,598,463
7006,1000,667,V22,403,350,460,383
7007,1000,667,V22,314,271,372,302
7008,1000,667,V22,215,208,268,235
7009,1000,667,V22,140,99,184,122
7010,1200,900,F35,758,315,976,385
7011,4096,2731,V22,1,261,4096,1840
7012,1829,2560,A10,294,1216,573,1271
7013,1829,2560,F35,1333,101,1421,166
7014,1000,541,Su57,120,11,717,386
7015,4288,2848,Mirage2000,2988,1119,4174,2237
7016,4288,2848,Mirage2000,1669,19,2871,1185
7017,4288,2848,Mirage2000,29,1234,1223,2346
7018,1200,800,V22,290,329,891,527
7019,1200,800,V22,558,186,888,327
7020,1600,800,A10,280,1,1600,316
7021,1280,720,F18,318,185,1016,467
7022,900,599,F18,174,303,510,407
7023,2048,1536,V22,337,166,1265,1340
7024,5184,3456,Tornado,659,1039,4679,2085
7025,1600,1067,F16,942,550,1112,619
7026,1200,800,US2,426,79,585,152
7027,1200,765,C130,188,294,503,405
7028,1200,765,F16,226,419,377,463
7029,1200,765,F16,711,174,876,222
7030,640,434,C130,96,224,243,330
7031,640,434,A10,251,209,332,254
7032,640,434,A10,301,243,391,291
7033,3873,2927,F18,319,1439,3499,2790
7034,3873,2927,F18,712,690,2676,1254
7035,3873,2927,F18,1188,82,2341,839
7036,3873,2927,F18,433,366,1075,1158
7037,1280,853,F22,217,183,1054,482
7038,1280,853,F22,742,317,1280,729
7039,1280,853,F22,1174,284,1280,355
7040,1280,853,F22,1,303,511,665
7041,1200,802,V22,680,505,764,553
7042,1200,802,V22,492,206,565,256
7043,1200,1200,C5,770,782,1115,990
7044,1200,800,Rafale,30,1,1200,692
7045,1013,701,YF23,1,1,505,357
7046,1013,701,YF23,46,447,506,673
7047,1013,701,YF23,557,438,989,589
7048,1013,701,YF23,527,45,954,194
7049,1200,900,US2,543,482,1197,677
7050,1200,900,US2,82,495,600,648
7051,640,423,US2,270,222,332,240
7052,640,426,US2,295,182,346,199
7053,1840,1232,F4,826,573,920,696
7054,1840,1232,F4,1073,596,1205,666
7055,1228,1344,AG600,1,39,1228,556
7056,1228,1344,US2,47,884,1154,1198
7057,1200,717,V22,257,113,904,481
7058,4096,2560,F18,162,652,3641,1700
7059,2560,1516,A400M,157,864,834,1100
7060,1188,844,Vulcan,550,174,1086,577
7061,2048,1536,JAS39,766,268,1275,1020
7062,1200,800,Mirage2000,128,14,569,168
7063,1200,800,Mirage2000,250,114,1027,382
7064,1200,800,Mirage2000,1,364,1173,722
7065,1000,667,U2,154,296,554,362
7066,5760,3840,AV8B,349,731,4866,2219
7067,1080,717,C5,90,256,1080,516
7068,1920,1080,B1,1,85,1589,319
7069,1072,714,US2,451,287,1018,467
7070,1920,1280,B52,1116,684,1920,1029
7071,768,512,MQ9,373,221,518,253
7072,1400,933,Mig31,96,83,786,366
7073,1677,1118,V22,1076,732,1160,783
7074,1677,1118,V22,859,612,937,657
7075,1677,1118,V22,489,513,559,546
7076,1677,1118,V22,229,421,292,452
7077,2500,1667,A400M,33,587,2491,1270
7078,1024,512,C5,198,187,657,331
7079,1280,692,F16,153,261,1096,570
7080,1920,1080,B52,1476,398,1870,511
7081,1920,1080,B52,1,211,1515,556
7082,1798,2560,F16,1,1459,1435,2560
7083,1798,2560,F18,1,220,1798,2107
7084,1280,720,Be200,623,280,801,349
7085,1200,800,Su57,288,43,756,699
7086,1794,2048,F35,1401,815,1483,861
7087,3600,2100,C130,848,1358,1151,1446
7088,3600,2100,C130,2749,1271,3267,1397
7089,3600,2100,C130,2145,520,2881,684
7090,1280,720,Su34,314,84,791,250
7091,1200,1200,XB70,349,1,1200,182
7092,4752,3168,AV8B,2678,1868,3821,2190
7093,4752,3168,AV8B,1447,1427,2627,1757
7094,1024,1113,J20,21,14,1006,1095
7095,1366,911,F16,43,308,1344,760
7096,3364,2403,F16,401,304,2344,1501
7097,4096,2725,F35,1242,1498,1528,1631
7098,4096,2725,F35,2768,798,2859,848
7099,1000,714,B2,1,85,1000,570
7100,1200,803,AV8B,453,213,737,303
7101,6720,4480,Rafale,3395,2704,3934,3377
7102,1200,900,US2,487,393,596,447
7103,3000,1870,F18,425,506,1939,820
7104,900,1200,US2,329,440,513,537
7105,1200,900,F15,61,196,1090,663
7106,3532,1984,F35,1256,151,3047,716
7107,960,640,C5,58,133,889,397
7108,1618,1214,Su34,629,596,1195,795
7109,1200,1200,V22,613,515,948,758
7110,2043,2724,Su34,1643,372,1814,510
7111,1396,785,F18,482,226,1055,517
7112,640,426,US2,62,192,135,217
7113,640,426,C130,359,169,530,237
7114,5616,3744,AV8B,277,1627,3994,3085
7115,5616,3744,AV8B,4168,2449,5362,2755
7116,1200,675,V22,501,352,585,408
7117,4096,2731,C5,1124,1415,2603,1936
7118,1490,1034,F35,170,182,1133,883
7119,1200,795,Su57,1,25,1200,725
7120,1024,576,F4,1,174,446,372
7121,1200,900,F4,155,746,348,884
7122,1200,900,F4,361,600,557,738
7123,1200,900,F4,548,454,747,592
7124,1200,900,F4,748,313,949,460
7125,920,613,B1,1,218,791,396
7126,1280,853,Su57,530,264,784,609
7127,1280,840,E2,188,103,723,259
7128,2048,1206,EF2000,71,189,1833,810
7129,1200,900,C130,498,470,790,591
7130,1229,1536,F22,259,42,502,968
7131,1280,857,C130,496,336,1164,624
7132,2000,1333,Tornado,393,448,1112,671
7133,2000,1333,Tornado,1028,934,1452,1073
7134,960,540,B52,451,431,511,504
7135,960,540,B52,41,120,162,245
7136,1968,1444,A400M,226,399,546,504
7137,1300,880,Su57,1,224,1109,648
7138,1986,3000,F15,12,1144,1935,1919
7139,4096,2615,F18,75,538,3091,1733
7140,4096,2615,F18,1626,1366,3612,2108
7141,4096,2615,F18,2282,1357,3734,1858
7142,1811,2560,F117,243,1990,684,2481
7143,1811,2560,F35,183,772,1804,2545
7144,1280,852,C5,309,515,574,645
7145,1280,852,C5,1,1,1280,824
7146,1200,802,RQ4,42,231,1167,464
7147,1600,1066,Vulcan,275,87,456,125
7148,1025,690,JAS39,127,283,980,562
7149,1025,690,JAS39,110,162,675,353
7150,1920,2400,F15,1250,873,1459,1079
7151,1280,720,F18,413,131,1084,566
7152,1920,1280,F16,208,216,1608,1040
7153,1784,1004,Vulcan,509,24,812,261
7154,2880,1800,F15,686,191,1787,939
7155,2000,1333,Mig31,138,520,530,613
7156,2000,1333,Mig31,540,512,926,611
7157,2000,1333,Mig31,972,492,1356,587
7158,2000,1333,Mig31,1516,430,1889,524
7159,1800,1201,F4,590,398,1759,723
7160,1800,1201,F4,389,402,1678,758
7161,1800,1201,F4,107,407,1616,810
7162,791,1024,MQ9,213,436,588,560
7163,1020,800,B52,284,123,713,283
7164,1256,756,RQ4,314,68,968,404
7165,678,381,F117,591,165,629,178
7166,678,381,F117,1,1,534,315
7167,1600,1068,Rafale,121,852,479,984
7168,1600,1068,Mirage2000,430,113,608,171
7169,1600,1068,B52,561,258,1521,519
7170,1000,714,V22,22,68,953,545
7171,2000,1205,B2,920,796,1580,942
7172,1000,667,C17,36,352,433,457
7173,1200,764,AG600,646,111,930,203
7174,947,1002,Vulcan,171,170,721,905
7175,1024,672,Rafale,571,338,827,403
7176,1024,672,F18,31,120,524,323
7177,1024,672,E2,787,295,981,366
7178,1920,1081,F18,705,241,911,552
7179,1200,550,B1,226,1,1136,80
7180,1200,800,U2,636,523,958,619
7181,707,433,Tu95,295,270,384,363
7182,707,433,Tu95,295,74,381,165
7183,1920,1280,Rafale,169,487,885,696
7184,1920,1280,Rafale,985,491,1740,733
7185,1920,1280,Rafale,567,850,1546,1180
7186,2000,1259,F22,203,1033,543,1198
7187,2000,1259,F22,912,153,1191,264
7188,2000,1259,B2,873,419,1378,908
7189,1280,853,V22,214,319,1280,716
7190,1280,742,A10,1091,340,1194,370
7191,1280,742,A10,1162,337,1277,370
7192,1280,742,A10,800,334,928,371
7193,1280,742,A10,399,255,906,386
7194,1280,742,A10,132,292,463,379
7195,1280,742,A10,1,318,225,377
7196,3353,2231,F15,3075,901,3189,993
7197,3353,2231,F15,2856,933,2973,1026
7198,3353,2231,F15,1080,818,1192,900
7199,3353,2231,F15,978,774,1089,857
7200,3353,2231,EF2000,795,715,892,787
7201,3353,2231,EF2000,714,662,810,731
7202,3353,2231,B52,2012,986,2492,1244
7203,1600,1125,Tu95,47,517,944,748
7204,1280,854,F22,320,586,763,725
7205,1280,854,F22,510,396,867,498
7206,1280,854,F22,266,310,583,397
7207,1280,854,F22,552,225,876,325
7208,1400,935,Tornado,1,146,1165,480
7209,1400,935,Tornado,259,517,987,741
7210,1400,935,Tornado,616,781,900,879
7211,2000,1333,B2,792,521,1349,799
7212,1600,1068,F4,24,148,1483,834
7213,1600,1143,XB70,348,42,1200,1079
7214,1000,667,Be200,28,145,878,352
7215,2100,1500,V22,272,792,435,856
7216,1000,1500,A10,477,327,671,1007
7217,4336,2889,Tornado,2250,913,3507,1530
7218,4336,2889,Tornado,764,941,2252,1608
7219,1536,1024,A10,186,141,1091,955
7220,1024,670,XB70,432,417,487,484
7221,3600,2326,C130,946,1498,3246,2011
7222,694,1024,C5,117,111,589,249
7223,1200,801,B1,889,586,993,611
7224,1200,801,F18,793,412,841,427
7225,1200,801,F18,641,362,708,382
7226,1200,801,F18,256,408,295,420
7227,1200,801,F18,209,122,331,155
7228,1337,773,F16,45,391,354,491
7229,1337,773,Mirage2000,462,349,764,446
7230,1337,773,F4,880,358,1282,442
7231,1200,800,F4,1,1,1200,800
7232,1914,1077,J20,1185,438,1399,577
7233,1280,878,F35,81,545,623,701
7234,1280,878,F35,440,376,910,511
7235,1280,878,F35,732,159,1149,292
7236,1280,720,Vulcan,148,401,570,534
7237,1280,720,Vulcan,765,311,1187,436
7238,1600,1143,XB70,1,457,1600,719
7239,960,640,C5,387,270,700,423
7240,900,1200,RQ4,279,593,383,624
7241,2048,1536,US2,206,59,2048,732
7242,2470,1651,Rafale,101,1068,343,1321
7243,2470,1651,Rafale,577,745,827,1019
7244,2470,1651,Rafale,967,441,1227,725
7245,2470,1651,Rafale,1296,859,1547,1128
7246,2470,1651,Rafale,1656,1284,1900,1532
7247,6252,4064,B1,220,2582,2275,3072
7248,6252,4064,B1,107,1834,5974,3123
7249,1024,544,JAS39,537,182,615,250
7250,1280,914,F14,510,72,666,138
7251,4096,2731,F18,1,97,4096,2693
7252,800,500,US2,249,282,605,464
7253,2000,1333,F35,1,1,2000,884
7254,4626,3084,F22,2217,664,3876,1585
7255,1200,800,Rafale,665,207,978,555
7256,1280,883,B2,127,135,1083,240
7257,1280,770,F22,1,1,1280,770
7258,500,347,YF23,79,135,361,212
7259,700,468,Tu160,13,169,688,322
7260,1623,1080,A400M,837,337,936,376
7261,1623,1080,A400M,375,280,1623,710
7262,1623,1080,A400M,1,347,815,777
7263,5568,3712,MQ9,1041,2308,4485,3059
7264,1920,1277,Rafale,1529,554,1585,596
7265,1920,1277,Rafale,1607,556,1665,597
7266,1536,896,A10,279,369,1521,737
7267,768,515,Su34,214,68,623,335
7268,800,550,Mig31,14,23,800,504
7269,800,550,Mig31,1,1,800,168
7270,1091,725,C130,1,16,1091,594
7271,2048,1152,A400M,190,19,1840,990
7272,1280,857,Mirage2000,72,230,1117,575
7273,1920,1282,F22,454,742,1239,980
7274,1360,765,Be200,459,361,1113,504
7275,1200,771,C17,1,249,1128,550
7276,1400,934,C130,27,115,1376,614
7277,1200,801,Tu160,46,146,332,306
7278,1200,801,Tu160,53,551,290,654
7279,1200,801,Tu160,900,282,1166,422
7280,1200,798,V22,418,121,841,290
7281,1365,2048,JAS39,642,206,792,445
7282,1080,718,Su57,1,1,986,718
7283,853,441,Su57,56,87,853,420
7284,1200,720,US2,321,442,561,533
7285,2024,1520,F15,1177,459,1254,527
7286,2024,1520,F15,1351,378,1427,448
7287,641,366,AG600,231,132,490,205
7288,1840,1227,Vulcan,794,489,1211,825
7289,1200,800,Su34,428,110,771,632
7290,1200,720,J20,238,273,498,393
7291,1200,720,J20,723,181,990,312
7292,1000,638,B2,89,114,869,224
7293,1000,638,F18,486,193,513,206
7294,1000,638,F18,725,194,758,208
7295,1000,638,F18,659,194,689,208
7296,1000,638,F18,544,194,566,206
7297,1000,638,F18,601,194,623,207
7298,1980,1318,F16,181,82,1769,1252
7299,640,452,US2,294,124,385,160
7300,1200,647,C130,1,1,1200,274
7301,1600,800,EF2000,788,292,1290,494
7302,1600,800,EF2000,151,367,452,511
7303,1080,1080,JAS39,136,558,629,872
7304,1080,1080,JAS39,327,167,935,649
7305,1024,683,Mirage2000,416,256,650,410
7306,1024,654,EF2000,39,223,639,385
7307,1024,654,EF2000,798,317,957,365
7308,1280,773,F35,167,131,332,192
7309,1200,900,F4,157,317,919,512
7310,1000,667,Be200,37,213,946,455
7311,1555,896,F117,60,273,1477,710
7312,1555,896,F16,1332,533,1555,653
7313,800,1200,B1,166,597,465,942
7314,2126,1460,Be200,1,1,2126,1208
7315,600,450,Su57,136,110,363,389
7316,4414,2990,JAS39,1784,1335,2538,1550
7317,2000,1333,MQ9,1050,632,1760,876
7318,1813,1020,AV8B,774,329,1112,664
7319,2000,1125,C130,105,170,1044,514
7320,2000,1125,E2,1153,603,1845,812
7321,1200,800,US2,671,156,820,276
7322,1280,854,F35,70,348,524,564
7323,1280,854,F16,746,208,1188,401
7324,1200,800,F16,125,79,751,574
7325,512,313,B1,1,17,512,233
7326,1000,667,V22,333,82,523,229
7327,1000,667,V22,1,1,1000,658
7328,1080,1080,JAS39,454,510,872,729
7329,615,410,F15,1,1,615,316
7330,1799,1201,E2,383,515,1308,780
7331,490,490,C5,1,88,490,291
7332,490,490,C130,187,233,490,446
7333,490,490,F15,104,284,248,375
7334,490,490,F15,1,244,172,316
7335,1200,900,US2,525,287,859,369
7336,1200,900,Tu95,432,378,727,443
7337,1200,900,F22,544,456,742,502
7338,768,1024,V22,24,299,228,377
7339,768,1024,V22,581,363,655,394
7340,780,517,Su57,370,370,686,468
7341,780,517,Su57,144,228,319,387
7342,780,517,Su57,133,60,463,176
7343,2100,1500,C5,1,478,2016,980
7344,4306,2870,F35,1639,1244,2570,1683
7345,683,1023,F35,40,823,237,945
7346,683,1023,F22,194,582,421,740
7347,683,1023,F15,420,309,660,465
7348,683,1023,F16,377,130,577,263
7349,4256,2832,F15,1446,1868,2631,2233
7350,4256,2832,F15,3387,1047,3869,1196
7351,4256,2832,F15,2520,1018,2994,1161
7352,4256,2832,F15,1394,1003,1857,1142
7353,4256,2832,F15,588,1030,1077,1178
7354,2048,1317,JAS39,1113,279,1631,424
7355,2048,1317,JAS39,749,406,1249,542
7356,2048,1317,JAS39,510,446,952,738
7357,2048,1317,JAS39,1094,792,1432,1063
7358,1280,720,Su34,375,182,1280,442
7359,1520,855,Mig31,528,558,959,660
7360,1520,855,Tu95,509,408,1106,551
7361,1460,1600,JAS39,1231,1195,1460,1328
7362,1536,2048,US2,1,85,1425,1604
7363,1280,852,B52,844,184,930,227
7364,1200,675,J20,36,217,1192,499
7365,1200,798,US2,51,228,686,383
7366,1200,798,F18,65,274,1170,566
7367,2500,1604,F16,422,251,765,405
7368,980,551,Su57,166,212,858,414
7369,980,551,Su57,331,198,906,389
7370,1920,1080,Su34,1349,148,1631,646
7371,1600,900,B1,51,71,1559,516
7372,800,533,Be200,90,213,511,346
7373,1080,810,AG600,44,52,999,263
7374,756,504,F14,128,210,576,456
7375,756,504,F4,204,52,645,224
7376,1097,716,F117,649,293,728,356
7377,1280,427,Su34,60,88,601,364
7378,1280,427,F15,656,33,1280,379
7379,2153,3226,AV8B,80,739,1728,1404
7380,2500,983,F18,47,232,2468,887
7381,1920,1279,EF2000,239,568,634,740
7382,1920,1279,EF2000,1343,569,1726,740
7383,3030,2020,J20,759,638,2334,1551
7384,1300,864,MQ9,93,392,695,600
7385,2048,1365,YF23,923,500,1449,809
7386,1400,805,F117,363,230,1336,601
7387,1200,797,US2,585,364,670,389
7388,2244,2803,F35,1,15,2196,2788
7389,1200,803,US2,611,454,891,614
7390,1200,803,US2,296,219,668,444
7391,3659,2439,F15,1,1,3659,2439
7392,1024,768,EF2000,1,78,994,768
7393,5100,3313,F16,322,1119,4869,2956
7394,2772,1848,Tornado,1,1,2772,1355
7395,1920,1280,A400M,715,438,1837,783
7396,2400,1600,RQ4,1,1,2400,1088
7397,4096,2733,MQ9,838,616,3597,1700
7398,2000,1500,F16,582,736,752,985
7399,1100,640,MQ9,102,177,947,370
7400,720,380,SR71,56,8,261,96
7401,720,380,SR71,19,293,218,380
7402,1280,853,F35,296,285,379,343
7403,1200,856,US2,116,342,1064,649
7404,4800,3600,Tornado,112,1452,3843,2581
7405,4800,3600,Tornado,1687,1214,4404,2001
7406,4800,3600,Tornado,2441,1012,4610,1615
7407,4800,3600,Tornado,2842,895,4621,1368
7408,4800,3600,Tornado,3259,819,4763,1238
7409,1600,1064,F4,583,519,924,655
7410,1920,1029,Mirage2000,345,104,1859,588
7411,2100,1500,AV8B,484,212,1802,811
7412,1280,914,C130,79,305,525,432
7413,1800,1200,F16,1264,450,1543,665
7414,1800,1200,F16,884,297,1033,464
7415,590,766,Vulcan,196,248,517,382
7416,1280,854,JAS39,266,511,949,731
7417,1300,868,E2,550,254,1122,505
7418,1300,868,F18,533,512,660,572
7419,1300,868,F18,694,514,822,571
7420,1300,868,F18,880,515,1007,571
7421,2304,1728,C17,566,678,1395,977
7422,1200,800,F18,64,142,1114,544
7423,1623,1080,Mirage2000,131,690,605,957
7424,1623,1080,Mirage2000,665,322,1108,562
7425,1199,800,V22,1,189,1199,657
7426,1600,1200,Tornado,1,1,1600,1200
7427,3888,2592,AV8B,1707,1365,2841,1997
7428,3888,2592,AV8B,933,474,2085,1127
7429,1280,960,F22,1,269,962,492
7430,3715,3251,F22,330,2218,1899,3035
7431,3715,3251,AV8B,1451,1231,2093,1401
7432,1200,675,C130,66,24,775,319
7433,5616,3744,AV8B,3992,2189,4571,2403
7434,5616,3744,AV8B,598,2226,2071,2693
7435,4096,2731,C130,2943,1273,3066,1343
7436,4096,2731,C130,2032,2090,2089,2109
7437,4096,2731,C130,1706,2232,1736,2243
7438,1481,1111,Su34,430,529,1186,782
7439,853,495,F15,135,71,340,131
7440,853,495,F15,311,97,537,155
7441,853,495,F15,505,115,747,184
7442,853,495,F15,440,210,721,289
7443,853,495,F15,315,322,635,416
7444,1410,2115,F35,1130,1146,1268,1214
7445,1000,667,F35,240,240,720,384
7446,1024,685,A10,381,143,690,355
7447,1030,571,F117,24,203,980,421
7448,960,638,F15,29,228,893,594
7449,960,638,F15,258,13,604,341
7450,1260,817,F35,14,170,684,566
7451,564,423,XB70,154,97,371,334
7452,640,426,C130,386,186,495,223
7453,640,426,US2,44,189,124,220
7454,850,478,AG600,174,187,524,315
7455,1196,783,B1,404,29,881,783
7456,1920,831,F15,587,289,798,440
7457,1920,831,F15,961,264,1153,396
7458,1920,831,Mirage2000,211,145,314,217
7459,1920,831,Mirage2000,1579,150,1681,220
7460,1920,831,Rafale,1263,202,1398,295
7461,1920,831,Rafale,307,224,454,328
7462,1800,1200,EF2000,261,462,430,615
7463,1800,1200,EF2000,60,394,225,534
7464,1800,1200,B52,470,409,1359,953
7465,1800,1200,F16,1398,399,1544,538
7466,1800,1200,F16,1553,305,1697,439
7467,1800,1200,F16,1495,255,1600,343
7468,1800,1200,F16,1333,292,1438,385
7469,1800,1200,F16,1215,338,1321,433
7470,1800,1200,F16,1123,372,1232,469
7471,1800,1200,JAS39,446,318,539,404
7472,1800,1200,JAS39,332,275,422,356
7473,1800,1200,JAS39,228,221,317,302
7474,1800,1200,JAS39,101,175,188,252
7475,1024,994,A400M,160,147,892,615
7476,1200,900,F4,109,379,1200,669
7477,1348,900,F35,127,417,421,542
7478,1348,900,F35,712,440,893,516
7479,2000,1125,C17,225,392,1612,884
7480,4096,2725,B52,976,360,2489,1631
7481,1536,864,A10,1346,151,1394,211
7482,1536,864,A10,424,343,461,369
7483,1000,668,A10,71,207,656,447
7484,1000,668,A10,921,86,981,101
7485,351,512,F16,52,263,187,441
7486,351,512,F16,85,143,298,337
7487,1680,1050,EF2000,67,40,1627,933
7488,1200,900,A10,542,450,854,728
7489,1126,1126,V22,481,487,643,611
7490,1484,988,MQ9,656,394,896,780
7491,3456,2592,F16,857,618,2314,1388
7492,1101,736,RQ4,128,320,946,428
7493,1440,701,B1,464,315,525,387
7494,1440,701,B1,573,266,635,340
7495,1440,701,B1,735,194,798,268
7496,1440,701,B1,843,146,908,221
7497,4256,2848,Tornado,1,767,3959,2457
7498,1200,801,F4,469,186,1162,354
7499,960,960,JAS39,97,191,862,561
7500,3893,2591,Rafale,1,614,3430,2246
7501,1020,1278,F14,230,667,1003,1257
7502,1020,1278,F4,49,157,542,686
7503,1020,1278,F4,528,28,1019,555
7504,640,512,B2,57,83,472,243
7505,1200,800,C130,335,202,848,481
7506,2560,1700,Tornado,1003,668,1134,914
7507,612,399,Vulcan,271,215,325,249
7508,600,800,B2,197,378,383,461
7509,2000,1334,AG600,1,325,2000,997
7510,1200,747,Be200,412,242,829,378
7511,1280,853,Rafale,168,179,1062,757
7512,3264,742,B52,1,142,1517,562
7513,3264,742,Vulcan,1520,223,2976,614
7514,1024,460,F35,65,136,790,363
7515,1200,800,F15,140,394,432,620
7516,4000,2250,JAS39,1343,989,3675,1845
7517,2048,1366,EF2000,1104,954,1549,1264
7518,2048,1366,EF2000,1014,177,1425,452
7519,2048,1366,F15,602,588,1129,930
7520,2048,1366,F35,1429,536,1823,806
7521,1000,667,F15,12,222,809,608
7522,600,398,US2,19,122,599,357
7523,2126,1057,F15,1,213,2126,1057
7524,1600,1080,A10,942,282,1207,441
7525,1600,1080,A10,727,451,1036,641
7526,1200,900,V22,710,441,870,496
7527,1200,900,V22,610,376,953,512
7528,1200,675,F16,247,457,647,603
7529,1200,675,Tu160,287,276,972,452
7530,1200,675,Tu160,468,61,908,164
7531,2000,1333,Su57,1,243,1955,1103
7532,1280,698,F15,942,567,1077,654
7533,1280,698,F15,914,380,1038,451
7534,1280,698,F15,905,297,1019,367
7535,1280,698,F15,502,351,619,422
7536,1280,698,F15,510,267,622,330
7537,1280,698,F15,514,187,621,247
7538,1280,698,F15,523,47,620,97
7539,1280,698,A10,90,184,179,263
7540,1280,698,A10,128,45,216,112
7541,1200,800,US2,1,1,1200,738
7542,1000,769,F35,31,348,542,525
7543,1000,769,F35,221,182,716,356
7544,1000,769,F35,480,23,970,197
7545,1280,1024,F35,557,476,670,527
7546,675,1200,Tu160,213,813,408,1015
7547,675,1200,Tu160,209,588,408,789
7548,675,1200,Tu160,210,362,407,563
7549,675,1200,Tu160,209,128,405,328
7550,1200,675,AG600,1,93,1186,647
7551,1920,1200,EF2000,849,184,1561,1050
7552,1920,1200,EF2000,457,434,1089,729
7553,1104,1024,F22,168,91,758,863
7554,5472,3648,Tornado,953,1166,3649,2040
7555,1280,852,C5,482,413,745,542
7556,480,640,US2,115,128,143,141
7557,1280,851,E2,219,412,573,524
7558,1280,851,F18,655,443,816,509
7559,3008,2069,A400M,593,564,1235,734
7560,3008,2069,A400M,2224,692,2780,834
7561,3008,2069,A400M,1535,648,2127,803
7562,3008,2069,A400M,937,851,1772,1065
7563,3008,2069,A400M,1512,1269,2695,1586
7564,1280,720,Su34,108,200,931,575
7565,1440,814,F16,106,479,811,777
7566,1440,814,F18,308,387,1024,646
7567,1440,814,F18,474,204,1201,499
7568,1440,814,F18,646,17,1386,362
7569,1920,1307,F35,803,522,1097,647
7570,1200,745,F35,1,86,1200,677
7571,1606,1205,Su34,543,422,1384,728
7572,2000,1333,B2,899,585,1108,743
7573,640,453,US2,26,167,338,324
7574,640,453,US2,261,128,598,304
7575,1200,800,Su57,798,229,1138,423
7576,1200,800,Su57,61,433,397,617
7577,3403,4096,A400M,1870,2515,3144,3060
7578,1200,836,F4,185,42,1189,611
7579,4096,2731,C130,73,119,2696,1219
7580,2048,1103,SR71,1,175,2037,951
7581,2048,1103,Vulcan,246,220,1089,409
7582,2009,1493,B52,364,214,668,479
7583,2009,1493,B52,687,210,989,475
7584,2009,1493,B52,1010,204,1309,470
7585,2009,1493,B52,1338,202,1639,466
7586,2009,1493,B52,371,1035,675,1299
7587,2009,1493,B52,697,1029,998,1296
7588,2009,1493,B52,1022,1027,1323,1293
7589,2009,1493,B52,1339,1023,1641,1288
7590,2009,1493,B52,524,807,827,1071
7591,2009,1493,B52,848,805,1149,1068
7592,2009,1493,B52,1175,799,1479,1063
7593,1920,1080,F35,805,464,1544,714
7594,5401,3601,V22,2286,185,4474,1093
7595,952,1536,F18,287,211,773,408
7596,1280,797,F22,6,186,289,299
7597,1280,797,F22,806,163,1259,303
7598,852,480,Su34,415,243,474,283
7599,1280,679,RQ4,46,258,1185,467
7600,1200,675,V22,181,63,893,381
7601,836,707,Rafale,1,228,836,550
7602,1280,901,F22,285,204,920,361
7603,1440,1080,Su34,178,149,855,414
