,width,height,class,xmin,ymin,xmax,ymax
6673,1280,853,F22,205,1,1280,458
6674,1200,900,F22,176,344,331,380
6675,1280,914,F22,1,120,1194,726
6676,1000,667,F22,492,347,535,367
6677,1000,667,F22,507,329,550,350
6678,1000,667,F22,702,284,745,305
6679,1280,854,F22,683,404,1003,484
6680,1280,852,F22,496,85,1224,691
6681,1280,790,F22,70,612,315,730
6682,2859,1899,F22,246,778,1329,1189
6683,1920,1280,F22,1135,471,1429,568
6684,1536,1024,F22,289,357,653,735
6685,1280,672,F22,177,109,1280,613
6686,1280,672,F22,1,378,408,582
6687,2100,1395,F22,1442,797,1976,1001
6688,2048,1366,F22,158,942,844,1198
6689,2048,1366,F22,1305,876,1964,1114
6690,7360,4912,F22,3403,1425,5126,1925
6691,7360,4912,F22,148,4617,734,4839
6692,7360,4912,F22,576,4585,1109,4798
6693,1024,654,F22,185,242,493,359
6694,1024,654,F22,587,272,831,366
6695,1000,667,F22,86,34,503,619
6696,1772,1181,F22,539,98,1311,1079
6697,1000,664,F22,183,209,575,453
6698,3156,1804,F22,1222,1181,1869,1401
6699,2000,1390,F22,1648,599,1929,689
6700,2000,1390,F22,155,639,435,732
6701,5247,3498,F22,842,1850,3749,2720
6702,5247,3498,F22,3339,629,3644,812
6703,1680,1050,F22,772,140,1275,551
6704,1280,704,F22,264,186,537,348
6705,1280,704,F22,589,230,917,449
6706,1280,704,F22,965,195,1245,366
6707,1280,687,F22,1,371,702,677
6708,1280,687,F22,785,415,1146,551
6709,2000,1335,F22,1,1,2000,827
6710,2000,1340,F22,1623,440,1970,736
6711,2016,1380,F22,421,351,1825,692
6712,1280,760,F22,467,272,573,312
6713,1280,760,F22,480,421,599,481
6714,1280,760,F22,375,513,486,567
6715,1280,760,F22,247,520,358,574
6716,980,1470,F22,354,585,789,1224
6717,2048,1366,F22,1432,14,1622,446
6718,2048,1366,F22,339,464,1584,892
6719,2048,1366,F22,351,910,889,1366
6720,3833,3843,F22,123,2812,3746,3636
6721,850,1203,F22,125,673,343,818
6722,6877,4912,F22,1,513,6877,4370
6723,1280,698,F22,228,216,437,368
6724,1280,698,F22,801,391,1019,546
6725,1280,698,F22,795,206,1005,358
6726,1280,853,F22,414,429,606,527
6727,1280,853,F22,658,426,879,539
6728,1280,853,F22,912,408,1121,507
6729,1920,1267,F22,16,1197,193,1247
6730,1920,1267,F22,1096,503,1342,582
6731,1280,895,F22,99,429,282,608
6732,1280,895,F22,478,497,652,665
6733,7099,4733,F22,2776,3524,3907,3834
6734,1432,1754,F22,132,48,1432,1754
6735,1280,854,F22,186,242,437,361
6736,1280,854,F22,886,386,1130,498
6737,1280,853,F22,284,146,555,315
6738,1080,1920,F22,806,827,1075,1104
6739,1080,1920,F22,406,796,694,1068
6740,1080,1920,F22,1,794,298,1058
6741,3735,3118,F22,1,2724,912,3091
6742,3024,4032,F22,240,857,652,1084
6743,3024,4032,F22,326,416,746,650
6744,1536,1024,F22,289,507,428,566
6745,832,1024,F22,329,46,461,598
6746,2500,1786,F22,378,539,987,958
6747,1200,797,F22,491,265,752,517
6748,2000,1310,F22,80,947,734,1135
6749,2000,1310,F22,868,97,1388,232
6750,800,600,F22,288,247,633,479
6751,4096,2926,F22,1229,1640,1439,1736
6752,1000,667,F22,223,2,549,609
6753,1280,854,F22,218,5,1077,854
6754,4096,2725,F22,1,1,4096,2725
6755,552,1024,F22,126,628,378,776
6756,1280,852,F22,1,20,1134,824
6757,1536,1024,F22,942,198,1091,243
6758,6048,4024,F22,2033,991,5903,2233
6759,4854,3231,F22,1013,818,2205,1358
6760,1000,715,F22,104,371,590,533
6761,500,745,F22,82,615,206,695
6762,500,745,F22,43,503,161,577
6763,1000,666,F22,304,169,857,415
6764,4096,2730,F22,779,1048,2606,1710
6765,4096,2730,F22,1385,959,2921,1545
6766,1280,720,F22,63,150,298,320
6767,1280,720,F22,1007,209,1197,418
6768,1280,720,F22,471,246,783,396
6769,2048,1780,F22,801,991,1159,1152
6770,2048,1780,F22,1358,964,1738,1125
6771,1200,800,F22,403,325,1066,497
6772,1280,707,F22,662,518,899,642
6773,3506,2504,F22,1766,1221,3356,1862
6774,666,812,F22,54,671,125,790
6775,666,812,F22,48,522,118,640
6776,666,812,F22,46,368,117,481
6777,666,812,F22,60,240,131,340
6778,666,812,F22,90,138,163,216
6779,666,812,F22,144,81,225,145
6780,666,812,F22,209,49,299,93
6781,666,812,F22,294,40,383,74
6782,666,812,F22,375,53,468,88
6783,666,812,F22,436,87,528,152
6784,666,812,F22,499,153,577,254
6785,666,812,F22,542,240,613,354
6786,666,812,F22,558,342,630,442
6787,666,812,F22,542,438,615,509
6788,666,812,F22,483,496,555,546
6789,666,812,F22,401,528,476,568
6790,666,812,F22,320,530,397,566
6791,1280,521,F22,4,329,295,424
6792,1280,521,F22,78,253,699,489
6793,1280,521,F22,479,313,706,420
6794,1280,521,F22,691,302,997,424
6795,1280,521,F22,879,277,1280,445
6796,1280,521,F22,1077,291,1280,425
6797,4096,2720,F22,859,888,1966,1208
6798,4256,2832,F22,2503,1055,3602,1898
6799,952,952,F22,1,427,952,836
6800,1280,1006,F22,488,286,810,433
6801,1920,1372,F22,812,716,1107,804
6802,1600,900,F22,141,216,1568,721
6803,1000,750,F22,56,256,159,280
6804,1280,698,F22,1086,384,1138,462
6805,1280,698,F22,585,36,638,104
6806,1200,1803,F22,621,613,826,1302
6807,1280,502,F22,783,222,1161,336
6808,4706,3132,F22,338,973,1734,1556
6809,6000,4000,F22,1,2520,236,2664
6810,6000,4000,F22,83,2552,478,2703
6811,6000,4000,F22,131,2581,521,2743
6812,6000,4000,F22,352,2603,774,2762
6813,6000,4000,F22,428,2630,881,2799
6814,6000,4000,F22,1098,2654,1553,2828
6815,6000,4000,F22,2007,2704,2486,2888
6816,6000,4000,F22,2797,1887,3375,2059
6817,6000,4000,F22,3209,2749,3709,2939
6818,6000,4000,F22,4261,2809,4801,3010
6819,6000,4000,F22,5395,2867,5969,3082
6820,4096,2903,F22,7,731,4096,2798
6821,1024,684,F22,289,296,483,461
6822,1280,853,F22,1,1,1280,662
6823,1023,682,F22,531,379,876,499
6824,1600,693,F22,53,130,1483,532
6825,1280,673,F22,110,68,546,339
6826,1280,673,F22,669,87,1256,470
6827,3357,2251,F22,97,597,2740,1362
6828,3357,2251,F22,1436,689,3323,1305
6829,2510,1673,F22,983,793,1273,875
6830,2100,1395,F22,607,480,1211,705
6831,1379,2498,F22,913,2266,1050,2484
6832,1379,2498,F22,737,1986,889,2181
6833,1379,2498,F22,509,1996,765,2141
6834,1379,2498,F22,729,1605,973,1743
6835,1379,2498,F22,507,1561,694,1721
6836,1379,2498,F22,331,1209,554,1374
6837,1379,2498,F22,225,901,474,1067
6838,1379,2498,F22,152,601,419,772
6839,1379,2498,F22,172,247,459,413
6840,1379,2498,F22,398,87,601,321
6841,1379,2498,F22,656,157,749,389
6842,1379,2498,F22,796,461,939,627
6843,1379,2498,F22,828,797,1044,944
6844,2681,1737,F22,292,980,764,1613
6845,1470,1092,F22,931,682,1470,1078
6846,1440,1793,F22,609,104,754,272
6847,1280,853,F22,217,183,1054,482
6848,1280,853,F22,742,317,1280,729
6849,1280,853,F22,1174,284,1280,355
6850,1280,853,F22,1,303,511,665
6851,1229,1536,F22,259,42,502,968
6852,2000,1259,F22,203,1033,543,1198
6853,2000,1259,F22,912,153,1191,264
6854,1280,854,F22,320,586,763,725
6855,1280,854,F22,510,396,867,498
6856,1280,854,F22,552,225,876,325
6857,4626,3084,F22,2217,664,3876,1585
6858,1280,770,F22,1,1,1280,770
6859,1920,1282,F22,454,742,1239,980
6860,1200,900,F22,544,456,742,502
6861,683,1023,F22,194,582,421,740
6862,1280,960,F22,1,269,962,492
6863,3715,3251,F22,330,2218,1899,3035
6864,1104,1024,F22,168,91,758,863
6865,1280,797,F22,6,186,289,299
6866,1280,797,F22,806,163,1259,303
6867,1280,901,F22,285,204,920,361
6868,500,633,F22,156,129,331,394
6869,1280,850,F22,149,166,414,247
6870,7360,4912,F22,1,4293,1158,4776
6871,7360,4912,F22,2096,4262,3210,4688
6872,7360,4912,F22,3217,4255,4244,4644
6873,7360,4912,F22,4881,4237,5844,4610
6874,7360,4912,F22,5350,4146,5990,4346
6875,7360,4912,F22,6412,4233,7335,4589
6876,7360,4912,F22,4181,4105,4812,4343
6877,7360,4912,F22,3011,4129,3534,4335
6878,7360,4912,F22,1819,4109,2420,4343
6879,1280,854,F22,541,83,858,414
6880,5010,3333,F22,931,1006,1002,1029
6881,5010,3333,F22,570,169,820,313
6882,1920,1371,F22,186,509,588,1016
6883,2495,1645,F22,772,913,1868,1323
6884,2495,1645,F22,250,969,1008,1243
6885,1000,667,F22,246,12,654,659
6886,1280,1008,F22,150,183,1129,902
6887,1280,852,F22,48,409,844,603
6888,1280,854,F22,1,178,466,329
6889,1600,1063,F22,1,877,442,1063
6890,1600,1063,F22,713,718,1291,964
6891,1600,1063,F22,1,418,370,570
6892,1600,1063,F22,1168,257,1539,391
6893,1600,1063,F22,752,314,1127,454
6894,1600,1063,F22,1366,73,1600,167
6895,1600,1063,F22,1119,108,1398,208
6896,1600,1063,F22,594,164,874,270
6897,1600,1063,F22,204,206,481,316
6898,1600,1063,F22,810,14,1019,103
6899,1600,1063,F22,548,38,762,132
6900,1600,1063,F22,87,80,300,178
6901,2000,1365,F22,686,1014,1028,1200
6902,2000,1365,F22,1005,440,1485,588
6903,2000,1600,F22,717,502,1223,991
6904,2592,1944,F22,958,817,2304,1273
6905,1440,1787,F22,277,1,1440,1787
6906,1000,667,F22,88,1,1000,268
6907,653,556,F22,244,105,467,290
6908,1280,850,F22,1,1,1280,739
6909,1280,556,F22,549,326,1263,519
6910,1280,852,F22,416,127,556,210
6911,1280,852,F22,560,156,709,247
6912,1920,1277,F22,1,326,1920,1277
6913,1280,720,F22,854,426,1280,625
6914,1280,720,F22,387,387,834,552
6915,1280,720,F22,1,353,379,519
6916,1120,1115,F22,980,316,1120,400
6917,1120,1115,F22,709,385,991,559
6918,1120,1115,F22,449,528,726,750
6919,1120,1115,F22,191,692,460,887
6920,1120,1115,F22,1,847,180,1009
6921,1200,578,F22,402,153,1076,535
6922,3835,2553,F22,1,1,2197,2465
6923,3835,2553,F22,1504,1176,3835,2410
6924,4096,2720,F22,260,1069,4096,2108
6925,1280,669,F22,71,275,233,337
6926,1000,1000,F22,748,1,853,68
6927,1046,802,F22,508,93,614,183
6928,1536,1005,F22,698,254,1154,587
6929,2000,1418,F22,650,1086,884,1179
6930,2000,1418,F22,536,1002,766,1092
6931,2000,1418,F22,1492,485,1684,549
6932,2000,1418,F22,1164,495,1339,554
6933,2000,1418,F22,1384,222,1549,272
6934,2000,1418,F22,1636,318,1815,375
6935,2000,1418,F22,917,151,1071,201
6936,2000,1418,F22,1075,102,1224,146
6937,2000,1418,F22,971,68,1115,112
6938,1280,924,F22,101,80,315,373
6939,1920,1200,F22,468,383,1141,789
6940,1280,852,F22,548,459,637,514
6941,1280,852,F22,711,477,799,531
6942,1280,852,F22,837,512,924,565
6943,1280,852,F22,943,549,1029,602
6944,1000,667,F22,465,303,902,426
6945,3415,2375,F22,543,1724,1193,1990
6946,3415,2375,F22,475,1392,1094,1635
6947,3415,2375,F22,200,1016,770,1235
6948,1000,667,F22,139,163,1000,667
6949,1000,667,F22,13,158,885,553
6950,700,723,F22,6,420,695,656
6951,1961,2948,F22,391,2040,671,2126
6952,1961,2948,F22,1339,728,1452,818
6953,1200,675,F22,52,210,1150,498
6954,1536,1024,F22,67,683,310,758
6955,1536,1024,F22,343,677,517,746
6956,1536,1024,F22,611,668,769,726
6957,1536,1024,F22,839,659,974,711
6958,1536,1024,F22,1439,639,1527,673
6959,1536,1024,F22,1361,641,1456,677
6960,1536,1024,F22,1078,651,1193,696
6961,1536,1024,F22,1223,646,1330,686
6962,1920,1230,F22,490,546,1438,931
6963,1280,758,F22,257,312,296,333
6964,1280,758,F22,314,297,352,317
6965,1280,758,F22,371,289,410,310
6966,1280,758,F22,420,304,459,325
6967,1536,1024,F22,610,225,858,303
6968,1280,857,F22,482,248,802,570
6969,650,489,F22,8,1,251,184
6970,650,489,F22,266,16,612,149
6971,4096,2925,F22,895,1074,2384,1430
6972,1200,800,F22,200,312,285,349
6973,1200,800,F22,283,285,1078,579
6974,1280,804,F22,29,1,1280,374
6975,3880,1947,F22,1443,517,2395,1032
6976,4096,2925,F22,1336,1350,2031,1567
6977,1000,664,F22,209,216,479,295
6978,6016,3384,F22,4425,1961,4810,2090
6979,1280,852,F22,11,253,1014,571
6980,1280,852,F22,724,321,1280,546
6981,1920,1372,F22,193,126,1783,1302
6982,1280,857,F22,1036,280,1261,470
6983,2100,1395,F22,1501,632,1731,771
6984,1280,850,F22,185,587,238,641
6985,1280,850,F22,276,620,330,678
6986,1280,850,F22,366,662,421,719
6987,1280,850,F22,413,736,467,791
6988,1280,853,F22,708,711,879,809
6989,1280,853,F22,618,553,792,656
6990,1280,853,F22,528,399,705,504
6991,1280,853,F22,641,209,822,321
6992,1280,853,F22,791,56,977,171
6993,2048,1364,F22,285,622,881,846
6994,1920,1371,F22,307,366,612,562
6995,4980,3320,F22,2446,907,3141,1126
6996,900,598,F22,40,57,774,581
6997,1280,853,F22,1,1,1280,606
6998,1134,850,F22,342,182,951,469
6999,1000,667,F22,80,39,893,632
7000,4355,2899,F22,1388,1580,3370,2117
7001,4355,2899,F22,1508,1443,2743,1834
7002,1440,1083,F22,400,87,1247,975
7003,5329,3546,F22,1694,737,4861,2668
7004,4096,2730,F22,765,367,3720,1518
7005,4096,2731,F22,1,1,4096,2261
7006,1200,798,Be200,1,271,1145,536
7007,600,400,Be200,1,51,600,394
7008,800,533,Be200,282,174,475,423
7009,1300,867,Be200,401,73,906,409
7010,1024,768,Be200,5,285,1024,576
7011,2048,1365,Be200,1072,607,1970,825
7012,612,408,Be200,467,5,525,53
7013,732,720,Be200,177,353,243,384
7014,1600,1200,Be200,208,202,1100,485
7015,3005,2254,Be200,143,456,2818,1734
7016,900,500,Be200,1,113,675,304
7017,1600,1067,Be200,1,202,1600,905
7018,2588,1725,Be200,188,562,2321,1143
7019,1000,600,Be200,535,75,924,263
7020,2126,1601,Be200,151,293,2075,883
7021,1000,667,Be200,122,234,900,449
7022,1264,675,Be200,455,339,565,369
7023,770,433,Be200,323,63,453,160
7024,1280,960,Be200,46,17,1241,945
7025,3422,2281,Be200,482,302,1501,797
7026,2000,1500,Be200,245,334,1498,700
7027,1000,667,Be200,391,282,664,341
7028,5896,1692,Be200,1722,450,3369,805
7029,953,634,Be200,69,174,809,361
7030,1950,1197,Be200,104,352,1839,920
7031,1944,1458,Be200,972,816,1065,841
7032,1200,806,Be200,9,229,1185,472
7033,2576,1932,Be200,761,149,1642,1775
7034,600,339,Be200,264,146,386,193
7035,1000,667,Be200,45,188,892,394
7036,790,443,Be200,357,43,699,135
7037,1280,854,Be200,602,53,1026,261
7038,1200,675,Be200,102,43,350,170
7039,1600,1067,Be200,534,371,732,495
7040,1280,720,Be200,471,346,871,454
7041,1944,1458,Be200,682,638,1015,801
7042,1024,707,Be200,158,244,866,450
7043,512,246,Be200,2,35,488,193
7044,5088,2854,Be200,134,654,4798,2185
7045,1000,541,Be200,247,31,473,487
7046,2200,1080,Be200,1108,139,1778,423
7047,1000,667,Be200,309,258,758,394
7048,1200,807,Be200,454,72,779,212
7049,1520,1013,Be200,713,394,805,421
7050,1280,720,Be200,107,416,1280,720
7051,1280,720,Be200,471,376,842,482
7052,1075,520,Be200,560,186,758,280
7053,1200,810,Be200,10,34,1019,323
7054,1080,810,Be200,419,396,515,443
7055,800,504,Be200,239,194,390,231
7056,1024,661,Be200,8,157,989,556
7057,1024,683,Be200,342,351,529,403
7058,1200,800,Be200,28,250,1175,506
7059,1080,608,Be200,114,154,375,290
7060,1181,788,Be200,459,322,644,409
7061,1996,1996,Be200,518,114,1281,1877
7062,5184,3456,Be200,1804,1462,3548,1941
7063,1280,852,Be200,86,79,772,241
7064,4000,3000,Be200,92,942,4000,1874
7065,1600,1067,Be200,271,323,784,671
7066,1024,683,Be200,66,104,255,170
7067,1600,1067,Be200,7,469,1482,930
7068,1600,1067,Be200,659,507,915,609
7069,1290,810,Be200,11,223,1279,496
7070,1056,2315,Be200,108,504,994,780
7071,1920,1080,Be200,605,471,1196,672
7072,2641,1981,Be200,452,95,2046,1857
7073,1060,4560,Be200,452,3984,957,4337
7074,1060,4560,Be200,457,2535,959,2643
7075,1060,4560,Be200,503,1748,989,1900
7076,1060,4560,Be200,59,414,961,674
7077,1000,667,Be200,585,184,696,240
7078,1242,1656,Be200,497,678,598,704
7079,1280,853,Be200,126,318,1180,557
7080,1200,810,Be200,7,164,1195,500
7081,3300,2480,Be200,578,909,2344,1355
7082,1620,1080,Be200,380,625,1262,889
7083,640,360,Be200,316,176,371,202
7084,1156,771,Be200,40,87,1124,364
7085,1024,683,Be200,835,28,947,147
7086,2126,1514,Be200,136,685,2059,1316
7087,1200,800,Be200,60,139,1156,438
7088,800,533,Be200,246,175,564,455
7089,1134,756,Be200,1,228,961,507
7090,1280,853,Be200,866,201,1106,274
7091,1920,1080,Be200,1074,305,1920,582
7092,2250,1500,Be200,1,496,2192,1079
7093,800,577,Be200,468,316,533,334
7094,1771,1179,Be200,541,175,712,249
7095,1080,607,Be200,633,123,727,162
7096,720,1280,Be200,1,520,618,752
7097,1800,1000,Be200,106,403,1800,793
7098,1240,697,Be200,328,171,689,241
7099,1920,1087,Be200,1,1,1740,1060
7100,1620,1080,Be200,642,366,1051,520
7101,1000,667,Be200,218,265,824,432
7102,545,396,Be200,77,96,272,138
7103,545,396,Be200,323,97,502,156
7104,1440,1080,Be200,650,556,837,606
7105,1000,667,Be200,277,308,620,392
7106,1280,720,Be200,1,151,1167,445
7107,1280,720,Be200,872,186,984,219
7108,1200,676,Be200,528,280,619,305
7109,800,533,Be200,457,339,534,361
7110,1050,555,Be200,82,162,1005,439
7111,1280,720,Be200,623,280,801,349
7112,1000,667,Be200,28,145,878,352
7113,1360,765,Be200,459,361,1113,504
7114,2126,1460,Be200,1,1,2126,1208
7115,800,533,Be200,90,213,511,346
7116,1200,747,Be200,412,242,829,378
7117,3697,2074,Be200,422,774,3387,1523
7118,500,333,Be200,219,141,282,163
7119,1080,1652,Be200,757,1256,1071,1374
7120,1600,1067,Be200,531,481,903,612
7121,1920,1080,Be200,846,431,1235,575
7122,2735,4131,Be200,1418,3577,2730,3873
7123,2735,4131,Be200,207,3445,1214,3883
7124,2735,4131,Be200,221,2155,2706,2983
7125,1200,806,Be200,38,256,1115,505
7126,1141,1200,Be200,99,59,1020,1074
7127,1024,538,Be200,538,113,721,199
7128,1024,682,Be200,176,160,913,340
7129,1024,682,Be200,179,335,884,505
7130,1000,551,Be200,308,126,651,201
7131,1000,667,Be200,45,12,935,636
7132,640,430,Be200,179,42,373,88
7133,700,400,Be200,85,39,609,327
7134,1280,720,Be200,428,210,676,264
7135,600,330,Be200,191,121,352,194
7136,1944,1458,Be200,1571,975,1659,997
7137,2126,1280,Be200,63,537,2037,1043
7138,1000,667,Be200,140,255,577,384
7139,1200,675,Be200,563,128,851,207
7140,2000,1500,Be200,514,435,1785,1031
7141,2000,1333,Be200,847,201,1665,905
7142,1950,1463,Be200,855,622,1170,767
7143,1600,926,Be200,757,360,840,384
7144,800,533,Be200,260,279,580,379
7145,1024,683,Be200,605,295,972,364
7146,950,633,Be200,87,156,787,503
7147,960,659,Be200,146,109,762,259
7148,1000,657,Be200,156,153,450,224
7149,1280,800,Be200,786,280,1280,441
7150,780,650,Be200,51,374,376,467
7151,780,650,Be200,428,150,757,231
7152,1032,774,Be200,476,288,635,382
7153,686,386,Be200,254,98,414,187
7154,1024,683,Be200,44,13,938,622
7155,1200,675,Be200,408,114,814,309
7156,1185,788,Be200,432,358,637,414
7157,1185,788,Be200,709,336,1038,424
7158,2126,1538,Be200,1084,880,2126,1164
7159,2126,1538,Be200,623,549,1826,878
7160,1080,579,Be200,567,369,1080,473
7161,1500,1000,Be200,286,9,1234,993
7162,900,606,Be200,1,59,876,483
7163,1465,2100,Be200,48,1406,1335,1760
7164,1465,2100,Be200,49,346,1403,708
7165,1465,2100,Be200,172,127,919,296
7166,800,533,Be200,331,201,359,210
7167,1920,1080,Be200,1221,147,1775,321
7168,1920,1080,Be200,52,216,644,368
7169,1024,683,Be200,223,129,779,656
7170,1200,800,Be200,29,202,1200,656
7171,1600,1067,Be200,1,1,1600,1030
7172,1000,541,Be200,92,19,795,279
7173,3981,2986,Be200,672,212,3355,2802
7174,3421,1919,Be200,178,581,2979,1514
7175,2621,1750,Be200,401,569,2552,1162
7176,949,506,Be200,1,10,949,393
7177,612,408,Be200,500,22,593,59
7178,512,384,Be200,1,48,512,301
7179,640,360,Be200,1,1,640,354
7180,1000,667,Be200,151,200,844,369
7181,1024,683,Be200,1,85,1024,507
7182,1500,1000,Be200,1,155,1500,942
7183,2000,1333,Be200,1030,606,1190,646
7184,709,532,Be200,154,305,247,332
7185,828,427,Be200,9,124,765,270
7186,819,1024,F14,309,493,462,664
7187,819,1024,F14,584,606,731,767
7188,512,384,F14,1,23,512,293
7189,1528,1080,F14,60,686,673,956
7190,1528,1080,F14,196,348,679,503
7191,1528,1080,F14,858,783,1438,979
7192,1528,1080,F14,824,355,1360,692
7193,1528,1080,F14,823,91,1080,287
7194,1600,1065,F14,317,648,499,701
7195,1600,1065,F14,576,591,776,646
7196,1600,1065,F14,718,475,942,537
7197,1600,1065,F14,849,461,1043,513
7198,1600,1065,F14,974,459,1135,498
7199,1600,1065,F14,1041,431,1249,485
7200,1600,1065,F14,1105,401,1293,450
7201,1600,1065,F14,1250,357,1452,408
7202,910,650,F14,40,343,768,544
7203,1600,906,F14,1,1,1600,595
7204,1600,900,F14,1520,458,1600,497
7205,1600,900,F14,1366,363,1491,405
7206,1600,900,F14,1174,317,1297,363
7207,3205,2089,F14,2619,39,2869,188
7208,3205,2089,F14,2469,174,3118,548
7209,3205,2089,F14,2106,1086,2841,1353
7210,3205,2089,F14,1842,1401,2934,1906
7211,3205,2089,F14,48,1639,789,1828
7212,3205,2089,F14,25,727,815,950
7213,980,691,F14,62,313,318,522
7214,980,691,F14,134,277,453,419
7215,980,691,F14,607,119,928,299
7216,4705,2898,F14,3486,2244,4629,2553
7217,4705,2898,F14,3808,1945,4547,2352
7218,4705,2898,F14,3463,46,4633,691
7219,1280,960,F14,52,261,218,318
7220,1280,960,F14,247,262,409,321
7221,1280,960,F14,420,266,581,317
7222,1280,960,F14,598,260,750,311
7223,2100,1500,F14,1704,943,2069,1173
7224,564,845,F14,194,17,384,313
7225,564,845,F14,189,309,373,584
7226,564,845,F14,185,576,359,839
7227,964,1500,F14,135,1280,433,1367
7228,964,1500,F14,142,848,935,1085
7229,964,1500,F14,1,471,741,678
7230,964,1500,F14,1,101,900,371
7231,602,1366,F14,318,44,600,205
7232,1320,756,F14,790,91,1209,425
7233,1320,756,F14,78,58,1274,693
7234,1800,1797,F14,379,907,748,1000
7235,1800,1797,F14,460,800,833,894
7236,1800,1797,F14,801,880,1179,979
7237,1800,1797,F14,827,1053,1201,1149
7238,1294,1649,F14,17,679,1281,1302
7239,1024,677,F14,281,123,467,218
7240,1024,677,F14,278,278,459,370
7241,1024,677,F14,552,379,732,466
7242,1024,677,F14,766,343,946,430
7243,800,536,F14,31,239,328,318
7244,800,536,F14,120,304,591,457
7245,800,536,F14,337,193,661,287
7246,1280,960,F14,529,462,879,557
7247,1280,920,F14,27,608,615,808
7248,3000,2449,F14,841,955,2491,1493
7249,764,1024,F14,121,393,628,732
7250,2000,1312,F14,185,379,688,594
7251,1280,914,F14,728,445,1243,583
7252,1280,914,F14,26,378,856,584
7253,3000,2014,F14,979,1580,2145,1986
7254,640,426,F14,1,1,639,385
7255,800,1194,F14,124,189,564,915
7256,1024,684,F14,581,395,791,500
7257,1024,684,F14,405,301,610,402
7258,1024,684,F14,221,202,424,306
7259,731,1023,F14,307,48,544,967
7260,2287,1500,F14,1,474,1334,821
7261,2287,1500,F14,82,41,1249,421
7262,1500,2100,F14,124,277,335,344
7263,1000,608,F14,1,56,1000,608
7264,1280,856,F14,528,410,892,630
7265,2100,1500,F14,741,1,2068,1078
7266,3000,2400,F14,211,1828,354,1928
7267,3000,2400,F14,599,1746,739,1845
7268,3000,2400,F14,555,1635,691,1737
7269,3000,2400,F14,1245,1508,1388,1605
7270,3000,2400,F14,1238,1370,1375,1459
7271,3000,2400,F14,1487,1414,1631,1511
7272,3000,2400,F14,1396,1252,1533,1336
7273,3000,2400,F14,1345,1019,1466,1089
7274,3000,2400,F14,1444,892,1563,952
7275,3000,2400,F14,1520,965,1642,1029
7276,3000,2400,F14,2256,1102,2392,1183
7277,3000,2400,F14,2526,1105,2670,1189
7278,3000,2400,F14,2421,988,2559,1069
7279,3000,2400,F14,1989,836,2114,907
7280,3000,2400,F14,1897,762,2012,829
7281,3000,2400,F14,2234,753,2358,820
7282,3000,2400,F14,2065,608,2181,669
7283,3000,2400,F14,1749,475,1853,529
7284,3000,2400,F14,1960,401,2064,455
7285,960,673,F14,223,129,710,577
7286,1600,1072,F14,391,1,1325,647
7287,1280,865,F14,396,89,752,502
7288,2772,1854,F14,1368,1213,2562,1524
7289,2772,1854,F14,854,772,1728,1039
7290,3000,2408,F14,137,496,1708,1112
7291,1543,2100,F14,1,634,1543,2100
7292,1600,1248,F14,493,394,1398,717
7293,1280,848,F14,18,597,564,794
7294,1280,848,F14,340,640,863,837
7295,1280,848,F14,654,312,1193,515
7296,1280,848,F14,242,179,796,395
7297,1296,824,F14,618,265,761,315
7298,960,894,F14,27,390,960,734
7299,2410,1902,F14,1503,1179,2187,1400
7300,874,808,F14,320,58,689,269
7301,2520,2237,F14,456,84,2498,615
7302,1528,1080,F14,46,503,425,608
7303,1528,1080,F14,446,229,887,528
7304,1528,1080,F14,848,84,1360,463
7305,1528,1080,F14,822,693,1488,1015
7306,1528,1080,F14,822,568,1488,878
7307,1528,1080,F14,1045,569,1487,819
7308,1528,1080,F14,1043,569,1488,623
7309,1024,682,F14,43,59,500,256
7310,1024,682,F14,446,352,881,625
7311,1024,682,F14,542,156,1012,298
7312,2560,1646,F14,747,196,1007,279
7313,2560,1646,F14,104,106,749,284
7314,1500,2100,F14,122,1797,1384,2100
7315,1500,2100,F14,340,1675,1243,1980
7316,1500,2100,F14,518,1573,989,1828
7317,2100,1434,F14,369,350,1930,777
7318,979,1600,F14,584,222,839,284
7319,1200,900,F14,1,335,657,536
7320,1312,2000,F14,150,113,882,1450
7321,2560,1280,F14,1651,224,2469,420
7322,2560,1280,F14,1661,770,2473,1063
7323,900,1200,F14,324,338,498,1002
7324,1600,1067,F14,491,277,791,386
7325,1200,761,F14,1,171,913,471
7326,3220,2126,F14,2531,712,3187,1606
7327,3220,2126,F14,448,1491,1161,2037
7328,3220,2126,F14,513,779,1233,1343
7329,3220,2126,F14,449,58,1199,630
7330,500,985,F14,307,107,444,190
7331,1024,575,F14,96,82,943,301
7332,840,642,F14,33,292,801,566
7333,840,642,F14,230,217,735,386
7334,840,642,F14,284,159,672,285
7335,840,642,F14,311,112,633,220
7336,801,601,F14,378,291,520,350
7337,1280,856,F14,70,138,1076,691
7338,736,1104,F14,1,272,715,507
7339,2853,1905,F14,842,460,1895,716
7340,1280,858,F14,340,396,447,428
7341,794,493,F14,51,100,750,406
7342,1280,896,F14,151,237,558,620
7343,1280,801,F14,119,351,1236,694
7344,1280,1024,F14,153,174,1173,865
7345,640,419,F14,308,118,552,249
7346,884,501,F14,535,309,698,396
7347,3008,2000,F14,966,1276,3008,1876
7348,1500,938,F14,106,332,1165,602
7349,1280,844,F14,179,448,424,541
